customer_id,salary_delay_days,savings_drop_pct,utility_payment_delay_days,discretionary_spend_drop_pct,atm_withdrawal_increase,upi_lending_txn_count,failed_autodebit_count,default_next_30_days,stress_index,liquidity_ratio,payment_reliability,cash_flow_pressure,savings_behavior,digital_stress
CUST_1,0.5668412395614684,1.082891016718767,1.5206869609829483,0.8037143856696335,1.2852009896051428,-1.3560904923328354,1.2480494251005287,1,1.535184462733897,-0.9282954637327867,-1.8877217971948814,0.6094697759386669,1.346321170086637,-0.6663310936396708
CUST_2,1.5949692436028258,-1.1372853373945433,-0.5001594987950563,-0.1062368010494536,1.2852009896051428,1.3274658909115618,1.2480494251005287,1,1.6919105700027224,-0.660477286640567,-0.6498714383785656,2.0935682563087976,-0.8266249013376589,1.7440305794941862
CUST_3,0.2241319048810159,-1.4841878927247483,0.005052116149444904,1.4861777757089492,-0.739800569646658,1.3274658909115618,-1.1753475168422454,0,-0.38035684832951855,0.5991050774962785,0.897441510141829,0.2796701136341934,0.2145784245531497,0.6727587247680276
CUST_4,-1.4894147685212467,-0.6516217599322568,1.0154753460384471,-1.6986513778078565,-1.4148010893972582,-1.3560904923328354,1.2480494251005287,0,-1.19881540851116,2.1265056187253437,-1.5782592074908024,-2.0289275224971206,-1.7772888075857884,-0.6663310936396708
CUST_5,1.5949692436028258,-1.553568403790789,0.005052116149444904,-0.44746849606911143,-0.06480004989605768,1.3274658909115618,1.2480494251005287,1,1.482942426977622,-0.06346593353916073,-0.9593340280826446,1.763768594004324,-1.369861419193733,1.7440305794941862
CUST_6,-0.4612867644798891,0.3890859060583574,-0.5001594987950563,1.2586899790291772,1.2852009896051428,-1.3560904923328354,1.2480494251005287,0,-0.11914666954814396,-0.8446022833914681,-0.6498714383785656,-0.37992921097475346,1.2557817504439581,-0.6663310936396708
CUST_7,-1.146705433840794,1.5685545941810535,0.005052116149444904,0.2349948939702041,-0.739800569646658,-1.3560904923328354,0.03635095412914165,0,-0.9376052297297851,-0.32151990625822646,-0.030946258970407786,-1.5342280290404104,1.2105120406226186,-1.2019670210027502
CUST_8,-0.1185774297994366,-0.8597632931303797,0.005052116149444904,-0.2199806993893396,0.6102004698545426,-1.3560904923328354,1.2480494251005287,0,-0.1365606814669019,-0.5098295620261935,-0.9593340280826446,-0.21502937982251674,-0.7360854816949801,-0.6663310936396708
CUST_9,-0.8039960991603415,1.4297935720489718,0.005052116149444904,-1.073059936938484,0.6102004698545426,-0.4615716979180363,0.03635095412914165,0,-0.22363074106069353,-0.8550639309341329,-0.030946258970407786,-0.709728873279227,0.0787692950891311,-0.39851312995813115
CUST_10,0.2241319048810159,-0.9985243152624614,0.005052116149444904,-1.073059936938484,-0.739800569646658,-0.4615716979180363,0.03635095412914165,0,-0.32811481257324376,0.45264201189897096,-0.030946258970407786,-0.05012954867028001,-1.5056705486577515,-0.39851312995813115
CUST_11,1.5949692436028258,1.4297935720489718,1.0154753460384471,0.8037143856696335,0.6102004698545426,-1.3560904923328354,0.03635095412914165,1,1.7441526057589969,-0.8550639309341329,-0.6498714383785656,1.4339689316998505,1.5726697191933343,-1.2019670210027502
CUST_12,0.9095505742419209,1.2216520388508487,0.5102637310939461,-0.7887001910887691,1.2852009896051428,1.3274658909115618,0.03635095412914165,1,1.7615666176777554,-0.9450340998010504,-0.34040884867448673,1.4339689316998505,0.16930871473180967,1.2083946521311069
CUST_13,1.2522599089223734,-0.7210022709982976,0.005052116149444904,-0.7318282419188261,1.2852009896051428,0.4329470964967627,-1.1753475168422454,1,0.8037959621460469,-0.7106931948453583,0.897441510141829,1.5988687628520872,-1.0529734504443564,-0.13069516627659147
CUST_14,-1.4894147685212467,-1.62294891485683,-1.5105827286840585,0.9174582840095195,0.6102004698545426,1.3274658909115618,1.2480494251005287,0,-1.2684714561861934,-0.39475143905688037,-0.030946258970407786,-1.0395285355837003,-0.3286580933029245,1.7440305794941862
CUST_15,-0.8039960991603415,0.7359884613885621,-0.5001594987950563,0.9743302331794621,-0.06480004989605768,-1.3560904923328354,0.03635095412914165,0,-0.9201912178110269,-0.5237784254164133,0.27851633073367116,-1.0395285355837003,1.2557817504439577,-1.2019670210027502
CUST_16,0.5668412395614684,0.5972274392564805,0.005052116149444904,1.2586899790291772,0.6102004698545426,-0.4615716979180363,-1.1753475168422454,1,0.2639615926645397,-0.7295241604221551,0.897441510141829,0.6094697759386669,1.3915908799079768,-0.9341490573212105
CUST_17,0.5668412395614684,-0.5822412488662158,0.5102637310939461,0.8037143856696335,-0.06480004989605768,0.4329470964967627,-1.1753475168422454,0,0.211719556908264,-0.25875002100223765,0.5879789204377501,0.6094697759386669,0.2598481343744887,-0.13069516627659147
CUST_18,-0.8039960991603415,-1.2760463595266254,1.0154753460384471,1.2018180298592342,1.2852009896051428,-0.4615716979180363,1.2480494251005287,0,-0.06690463379186885,-0.6437386505723033,-1.5782592074908024,-0.5448290421269902,0.12403900491047064,0.13712279740494818
CUST_19,0.5668412395614684,-1.553568403790789,1.5206869609829483,-0.2199806993893396,-0.739800569646658,1.3274658909115618,-1.1753475168422454,0,0.38585967609584787,0.6200283725816081,-0.030946258970407786,0.6094697759386669,-1.1887825799083749,0.6727587247680276
